,user,comment_time,votes,rating,text,sentiment,feedback
219,Joyous,2017/4/10,22,5,童年，非常喜欢的一部动画片，剧情精彩。三观正。喜欢狄青，百花，有勇有谋，并驾齐驱，两人都超帅气。百花，是我喜欢的大格局的女性。剧中其他的女性人物也都很喜欢。男主太有魅力啦。好可惜，相爱相杀的两人没能在一起。对狄青说的一句:她(百花)是我所尊敬的女孩子…  印象深刻。很赞呢！,1,1
220,Lonely,2017/9/15,3,3,2017.09.15 第一次看，德版蓝光，95分钟，貌似和美国版一样的，都是导演版本。动作戏很少，剧情也一般，没有香港版本里补拍的那些，还有人靓身材好的叶倩文啥的，统统的没有。。。欧美版还有暴丑的妹子三点全露。。。亚洲版目前没有蓝光高清版。。。看在1985年的份上，勉强给个3星。,1,0
222,习惯丶,2018/8/16,1,3,标志性的美式电影，没有成龙影片该有的独到之处，李赛凤感觉就是个客串群演一样的存在，各大播放器上还都是删减版的，未删减版的有叶倩文的裸体和大量不知有用意何在的裸女,0,0
223,算了吧,2020/1/18,1,2,"成龙早期和好莱坞很拧巴的一次合作。

看得出制片方是想把成龙打造成Dirty Harry一样的硬汉，但是并不算太成功。只有少数动作场面能看到成龙电影的影子，大部分惨不忍睹。

片中的香港演员定位都很尴尬，李赛凤一脸懵逼的演完了整部电影。",1,-1
224,菊花小王子233,2020/1/28,0,4,和美国合拍的产物，但呈现出的效果中规中矩。影片类似《警察故事1》和《尖峰时刻1》的结合，但本片不如那两部电影。片中虽然也有惊险场景，但片中有许多动作场面明显是美方设计的，成龙风格不明显。,1,1
225,汝就做吾的犬吧,2011/8/17,11,4,03再版的忍者神龟刻意舍弃了原本的幽默风格，几只乌龟比起流浪汉更像杀手，也不怎么吃披萨了；史莱德被换成外星生物的盔甲了，腾古之剑倒是注解了一下……不过这个版本打斗十分流畅画面也异常精细，当做独立动画看的话是不错的作品啊,1,1
230,鸡头井。,2014/5/14,133,2,各方面都惊艳不起来。身扛137个头衔的格蕾丝只是又一个挣扎在政治和爱情游戏中的女人而已。妮可真是老了，曾经风尘媚人的样子变成了一种强装的优雅。Tim Roth更差，170的个子在妮可边上简直迷你，各种屌丝表情感觉是刚从蒙特卡洛的赌桌上下来。拍成royal soap drama也就算了，但不煽情不励志是怎么回事,1,-1
236,Nouvelle,2016/9/17,181,5,ozon从不让人失望。simplicité与sublimité的极致，光影的质感像费里尼的老片子。这是现实主义的：噩梦与幻想都是彩色的，而生活是黑白的；也是女性主义的：男人寻求谅解的自私，女人向死而生的勇气。我现在很想去罗浮宫看看马奈。然而马奈其实在奥赛啊。,1,1
238,欢乐分裂,2017/1/29,68,4,琴声如诉泫然欲泣，眉目写满心碎的温柔与欲诉还休的克己隐忍，只是色彩和光线的微妙变化早已出卖心事，在某个心灵涤宕的瞬间堕入毁灭与自救的深渊；记忆'现实、面容'镜像、谎言'真相的重叠，归去来兮的两段旅途，两地的挣扎与重生，构成工整对称；马奈《自杀者》点睛之笔。,1,1
239,文西,2016/9/5,44,4,细腻又动人，前半段的激情四射，后半段的止于言语的爱慕，都很美。,1,1
241,[已注销],2017/7/4,2,5,永远不知道什么时候有下一集 长篇看到爽 魔法少女PB 未来人类活得都好憋屈 找到亲妈了 但亲妈在体制里呆太久变成了蛇精病 世界在进化也在堕落 成魔或者成人 端看造化,1,1
242,其实叫朗基努斯,2017/9/25,0,5,前面挖的坑陆陆续续在填了，各种线索收紧了，身世之谜明朗了，AT也将结束了（大哭！！,1,1
247,齐木楠雄,2016/7/20,16,5,一个微电影居然这么好看！小苹果好可爱好灵！杨洋演的很好！我觉得他可以去演中国版我的机器男友！设定也蛮有趣，手机人不能进教室因为手机要关机，心跳的时候图标会乱飞，眨眼拍照都好爱，粉红粉红的,1,1
249,超搞笑级的？？,2018/4/27,4,1,从这个广告的短评，我看见了粉丝的真心,0,-1
250,安东,2008/1/18,163,3,小学在电影院看的。去少年宫领一个什么征文比赛的奖，领完奖看的这部电影。爸爸骑着自行车送我去，看完电影又送我回家，记得路上买了一份晚报和一根冰棍。夏天，绿树成荫的街道，光线柔美的黄昏，和那时在我心里无所不能的父亲。,1,0
251,瑞波恩,2019/6/15,7,5,#资料馆留影#没想到90s竟也有这么气质独特的儿童电影，孩子眼里的成人世界，环保向，充满警世科幻意味，假如继续污染不保护环境，人类必将自食恶果。ps 会说话的白猫和舍己为人的狗狗好可爱，葛优年轻时水嫩的像大葱。,1,1
253,微笑迦朵,2012/1/17,0,3,收藏桃桃的豆列，最后这部竟然看过没加。,1,0
255,战国客,2008/11/21,4,3,平民化的英雄设计，加上幽默又不失刺激的剧情，很适合一群人一起看~~,1,0
260,let it be,2013/3/11,14,3,陈红真美啊 宋春丽生来就是一个共产党员演这种角色是不合适的,1,0
262,哗啦啦,2013/3/17,0,3,小时候电视上很不爱看，那时已经进入录像带时期，都是港片了。这电影的设定就西区柯克的煤气灯下，而且反思文革。,1,0
265,冰红深蓝,2015/4/3,143,5,横扫11项奥斯卡奖的经典史诗片。气势恢宏，波澜壮阔，四轮马车追逐战全部实拍，震撼力极强，复仇成功的那一刻让人感到极为欢畅！值得一提的是，这场耗时3个月的马车赛是由第一助理导演塞尔吉奥·莱昂内全程指导完成的~ 本片表面上讲宾虚，实则耶稣为真正主角，宣扬爱与宽恕，超越恨与复仇。（9.0'10）,1,1
266,掉线,2014/9/10,18,4,【B】马车戏瞠目结舌，但是不喜欢宗教的部分（应该说我不喜欢任何电影里的宗教部分）整体觉得 没必要这么长。,1,1
267,Fruitpunch,2013/3/27,14,4,犹大·宾虚患难重生，开始了复仇之旅，却发现被仇恨蒙蔽，耶稣降临，以死换取众生的救赎。‘是爱而不是恨让人活下去，是宽容而不是复仇让人走完过去。’,1,1
268,木卫二,2013/11/10,16,3,看完《2001太空漫游》，再看这种福音片，天崩地裂电闪雷鸣之际，只有高呼三个字：不科学……主人公和大反派太基友，反派挂那会，男主还汗津津的。竞技场的奔腾年代不错。,1,0
269,介意,2017/6/18,9,4,梅薩拉死前，三位男配角（梅薩拉、耶穌、阿流士）個個展現出豐富的敘事動力。相比之下，後半段的女配角則非常失敗，淪爲展現神蹟以達到宗教教化目的的工具。後段另一個問題：耶穌的「無形象」固然是爲了「造神」，然而刻意的手法嚴重影響了觀眾的共情，從兩場餵水戲的力量差別足以看出。,1,1
272,红藕香残玉簟秋,2017/7/13,692,2,诗诗的身段好美，少女感特别强。男主男二傻傻分不清楚,1,-1
276,我有一把小左轮,2008/6/6,0,4,看到结尾了 才感觉很熟悉 原来以前看过 “我是萤火虫，我发光。”,1,1
278,孙岩TERA,2008/4/11,1,4,很好玩的动画片，小男孩在蚂蚁王国的故事,1,1
279,阿龜,2009/10/19,0,4,缩小身体 放大生活,1,1
282,康斯坦丁,2010/12/23,1,3,    难忘的配角陈松勇，李嘉欣开始做主角。。。,1,0
284,春三十,2017/9/30,3,3,李嘉欣和罗美薇好美，罗美薇那件粉色毛衣好可爱。谭咏麟一直都很贵公子相，萌的时候特别萌。刘德华演技可以媲美当今小鲜肉。王晶的追女桥段不知为什么就比较招人烦，不像洪金宝五福星系列，即便是揩油也让人看了很开心。他还恶搞了谭校长和张国荣的关系哈哈。,1,0
286,P.J,2019/1/17,43,3,"哎哟，还行吧，女主那花痴劲儿就是玩游戏时候的我，哈哈哈。看看颜吧，剧情不重要，真的，中年少女的欢乐源泉。
",1,0
287,冰摇桃桃芋泥,2019/1/21,32,4,真心觉得小修修的人设本子才是男主啊，身负血海深仇隐姓埋名做侍卫，家国仇恨儿女情长江山美人各种矛盾，如果小修修是男主得更虐啊🤧但是小修修不是男主，就显得他好惨啊😭小钟钟和小修修我真的选择不了了🤧🤧🤧坐等续集！！！,1,1
288,喵喵的喵,2019/1/17,27,2,"剧情古早玛丽苏，台词古现不分，服装乱七八糟还很劣质，特效一毛钱，布景又假又空，女主的表演还很浮夸但是也有点可爱，男主表现也不错
但是这不妨碍我觉得这个沙雕网剧很好笑哈哈哈哈
补充，每集38分钟，除去片头片尾和开头重复的部分，一集有30分钟都不得了了，现在的剧都是些什么毛病？？？？第二季后面几集逻辑君是死了吧，莫名其妙！",1,-1
289,小方方爱小兰兰,2019/1/18,6,3,还行吧，女主看起来不错，剧情还行。,1,0
291,艾小柯,2011/4/24,56,3,虽然有很多出色的镜头和细节桥段，但我还是不喜欢这类藏太深，由着观众天马行空般阐释延伸的作品。我认为一部电影的核心框架是不能过度开放的。,1,0
293,冰山李,2008/7/14,3,5,9.5；凝重的欢歌，到底该苦笑还是哀悼,1,1
301,美美,2014/4/14,116,5,在我的接受度范围内，这简直是最血腥暴力的了......开始不得不说，好赞的动作片好赞的音乐。这是印尼电影哦，颤抖吧中国观众！！,1,1
303,Rick Borden,2014/4/12,56,5,打的比1还要爽 个人观影经历里最棒的打斗 平行剪辑那段的棒球杆打斗场面让人想到AK预告里的打斗 太喜欢了啊 后半程太棒 画面色调非常漂亮 片尾曲是竟然用了Ghosts II 14,1,1
309,［已注销］,2011/4/6,3,3,和服的韵味还表现得不够啊不够,1,0
310,Ridden,2007/11/10,84,4,"插曲《quiet inside》声音庸懒而闲散,淡淡的木吉他.... 

加上那独特忧郁的嗓音,无可抵挡的寂寞蔓延开来. 

但用心去聆听,瞬间便可得到安静 .... 

沉沉入睡,深深沉醉... 

悲凉得声音,反而演出完美得透彻.
",1,1
315,nil,2017/6/26,224,4,老段今年算是出乎意料的高产，并且连续在犯罪电影中贡献了出色的发挥和诠释。引爆者讲的不单单是犯罪，更加着重笔墨在人性的探讨层面。每一个人看起来都有恶魔和天使属性，面对选择也不单只有对错属性。,1,1
317,阿德,2017/11/20,103,4,尺度可以的。中国破败灰暗的三四线城市真是取之不尽的社会题材背景宝库，各色人物在其中犹如困兽难以脱身。几位男演员表演点赞。段奕宏雪中看烟花，可以和《白日焰火》里廖凡跳舞的况味媲美了。,1,1
318,Mona Lishark,2017/11/12,73,3,煤窑版碟影重重，结局一看就被干涉了吧。很有风格，剧本不够硬，但大家都是真影帝是没错了。,1,0
319,想恰酒酿圆子,2017/6/26,68,4,上海电影节看了这个片子，感触很多。导演名气不大，但是电影的各种细节都非常走心，很有诚意。演员更不必多说，看这阵容就有演技保障。最后我想说一下剧情，不是那种轻松加愉快的爆米花电影，而是能从剧情中窥见人心、引发思考的电影，很有深度。这才是中国电影应该有的样子。,1,1
322,扬花点点,2015/10/1,0,3,cult片。后911的食品安全焦虑，伊利亚·伍德自身的后“哈比人”突破困境，对熊孩子的恐怖和厌烦被极端放大成虱子的比喻。,1,0
324,龙龙-FazoR,2017/10/12,1,4,其实这部挺好看啊。熊孩子变成丧尸哈哈哈哈，一群怂老师要杀出个血路。,1,1
326,kiki204629,2017/7/21,3,3,青春不迷茫系列。青春电影就应该亮出自己的姿态，不洒狗血，不矫情，三个志同道合的小伙伴努力对抗学校的审查制度，成长不是复制粘贴的操作，但愿你的成长路上还没有被耽搁，也愿你有自己想走的路。,1,0
327,RioLiv,2017/7/17,3,4,"这样的电影观感很舒服，智慧，有趣，可爱，又很inspiring，Sarah, Liam和Austin三个演得真好啊，片里各种惊喜，哈哈。唯一的问题是叙事有断层啊，再顺一点会更好。希望能看到APM更多的角色，好喜欢他讲台词不费力那么自然的感觉。",1,1
329,Stanling,2018/3/8,0,3,全程看 Liam James 的颜，太可爱了，呆得可爱！！！眼睛真好看！！！若干年后会红的！只要保持住灵气、挣一个好角色，一定会让更多人看到他的光的！！！（就是…演戏的时候小动作实在太多了，虽然我觉得可爱，但并不利于表达角色啊…总感觉他像讲不清楚话一样……,1,0
