,user,comment_time,votes,rating,text,sentiment,feedback
122,康报虹,2017/4/14,1722,5,坐我旁边的那个年近四十、西装革履的男人从电影刚开始就止不住眼泪，有些地方哭着笑出声。而他的年轻女伴从开头就一直低头玩手机、到经典场景就煞有介事地拍张照片、不到一半时一直嚷嚷着无聊，硬是把那个男人拉走了。,1,1
123,周冲,2010/7/8,1198,5,年少时特别不喜欢周星驰，觉得瞎搞，觉得脏乱差，但长大之后，每看一遍就难过一遍，每看一遍哭一遍。他真是在这里说尽了爱，说尽了责任，说尽了人世种种无奈无力,1,1
124,大头绿豆,2005/9/12,530,5,请收藏粤语版。「2010」：1218，这么多年后重看，居然还是湿了。【2014】终于在大荧幕上看了。虽然是普通话。经得起这么多次的反刍，可以确认是经典了。想起东邪西毒重演时提前离场的对比，简直。,1,1
126,寂地,2006/1/3,561,4,"哈哈哈.其实我是周星星FANS,心情不好看他的电影会边开朗.这个看了好多次了.一群人一起看最好玩.",1,1
131,艾小柯,2010/7/20,404,3,造型趣味，3D效果也佳，只是故事实在老套，人物形象也很脸谱化。,1,0
132,九尾黑猫,2010/11/30,272,4,这个动画片再次证明了，不怕讲老故事，只需要有颗不老的心。打动人的是里面的小情趣，小可爱，小孤独，坚硬外表下谁都渴望一颗被温暖的心。真的远比toy3得我的心。,1,1
134,梦龙胧,2010/7/12,101,5,"看到短短胖胖的小药丸， 就觉得好可爱，戈玛幼稚又充满希望的成熟让我心生怜爱。
^_^",1,1
135,谢谢你们的鱼,2015/9/27,4205,4,本片说明了两件事儿，第一，开心麻花这次拍电影是认真的，第二，话剧演员的表演功力绝对能让人又哭又笑，虽然剧作结构有缺陷，但是不妨碍本片成为今年最好笑的大陆电影，前半段一直用发泄时的笑料扇国产青春片的耳光，后半段在搞笑中煽情，连马丽都看起来巨正点！,1,1
137,影志,2015/10/1,3387,5,陈凯哥哥，西虹市，马什么梅，拍那姐的砖，活在夏洛影子下的杰伦，主要用来吃的向日葵，什么叫像傻逼…出乎意料的好看，看片过程真的是哈哈哈哈哇哇哇呜呜呜哈哈呜呜，老歌巧用而非纯当背景，2015《那些年》《重返20岁》。“茴香的味道就是能在将来我厌倦你的时候能够回想你的好”,1,1
139,frozenmoon,2015/10/5,955,3,笑点设计，表演，设定都没问题。价值观实在low到爆。仍然歌颂小农底层生活方式，认为底层最踏实最朴素最美满，成功者都充满道德焦虑，且下场惨不忍睹。用失败者的视角幻想成功者的世界，最终得出安慰自己的结论。更何况沈腾回归的还不是普通生活，其实是渣男生活，不劳而获的伪成年人状态。,1,0
141,一朵包大人。,2018/12/25,4152,5,谁能想到今年最佳悬疑片是印度片？,1,1
143,小月,2018/12/26,1810,5,短片《调音师》的加长版，但是改编的非常成功，情节多变，反转无数，黑色幽默接连不断。前面兔子的预言影射全片且首尾相连，很牛逼，结局的反转也超棒，拐棍把罐子打到一边正明还是装瞎，那么他是换了谁的眼角膜。。。,1,1
147,文泽尔,2009/8/9,570,4,基本是儿童剧，最感人的部分一直到屋子初飞起的那一刻，之后就一直在梦游了..=。= 原本以为一切奇想不过是卡尔在再遇女孩那晚所做的一场梦，并且第二天天亮她还会来找他的…对男孩子气的艾莉的印象实在是太深了，这片要是只选取到艾莉死时，卡尔飞起气球，就是满分。皮克斯的技术没得说，因此4星,1,1
148,木卫二,2009/8/6,285,4,为爱妻遗愿，老钉子户一飞冲天，远赴南美寻梦,1,1
149,后天的雨,2016/11/3,245,5,在影片最开头对老夫妻一生的回顾无疑是最大泪点，他们过了很好很幸福的一生，当垂垂老矣，他们仍深爱着对方，就算你已不在，也要带着他们曾经共同的梦想在生命的最终冒险一把，就像小朋友不畏惧一切的好奇心，对生活对梦想，再大的年纪都不是阻碍,1,1
150,谋杀游戏机,2018/2/15,10736,4,比上一部格局更大，格调更高，也更像一部成熟的商业类型片了。两位主演无论是人物刻画还是演技都有很大进步，这对反差CP的人设也算立起来了。上次是密室杀人案，这次是连环变态杀人案，都在经典故事套路里融进不同派系的侦探推理手法、不同地域的坐标和文化符号，情节能自圆其说。最期待的还是东京篇啊,1,1
152,桃桃林林,2018/2/16,6082,3,三星半吧，推理比上部弱太多，也牵强太多。如今更像抓个悬疑的外壳，主调已经彻底变成兄弟冒险喜剧了，王宝强与刘昊然的双人搭档则更默契了。难得的是，王宝强的角色比上部成长了很多，上部表演其实挺尬的，这一部也顺眼多了。这片的优点在于节奏很好，不拖沓，事件又都靠动作来推动，会更抓人。,1,0
153,吴天天,2018/2/15,1261,5,唐人街探案让我看到了王宝强和刘昊然二人组的奇葩探案功力，搞笑加整蛊，还记得王宝强那句：房间整洁无异味，不是伪娘就是Gay，让我笑破肚皮，王宝强不太标准的泰式普通话，再加上小沈阳等笑星的通力配合，那可是一锅搞笑乱炖，笑上加笑…,1,1
154,Senseen,2018/2/16,929,2,真的没想到这么高分…推理部分我比较喜欢，但是笑点很尴尬又低俗，所以在我看来五点几是合理的分数,1,-1
156,罗弘霉素,2010/3/2,1560,4,周星驰形式上的巅峰，但是意境已走下神坛,1,1
157,大奇特(Grinch),2009/5/9,1266,5,重温《功夫》，改四星半。阿星认出哑女这段，身后海报是金姐与弗雷德的歌舞片《礼帽》（1935），符合时代背景。当初看时没多想，现在想想应该也有其寓意。礼帽是斧头帮成员的行头，而身后的海报是帽子飞舞，代表阿星弃恶从善，正好对应这场内心转变。ps:前面斧头舞也有弗雷德.阿斯泰尔歌舞片的意思。,1,1
161,唐朝,2018/7/25,5709,2,开心麻花片子的老问题，剧情分裂，建立一个设定猛耍宝，很多耍宝很 low很常用，没有新意。为了好玩好笑，剧情发展差点也无所谓了。连情节中最基本的时间概念也没考虑使用，做做文章。,1,-1
163,陆支羽,2018/7/24,3382,3,3.0。1.从黑马缔造者到国产喜剧王牌，开心麻花再一次扩张了野心。2.这场自嗨白日梦，的确比《夏洛特烦恼》更为荒诞。3.沈腾的喜剧天赋，油腻得恰到好处。4.用宋芸桦做女主角，无疑是反差萌，而不仅仅是小幸运。,1,0
164,影志,2018/7/27,2051,4,又在电影院笑嗝屁了…“你要说不想吧，气氛哄到这儿了”、“夏竹好好看…好好看看我还剩多少钱了”、“第一次听说守门员可以跑这么远的”、“9:0踢向JB”、“你晚上蹲厕所，一开门夏竹蹲那儿”…以及结尾那个“严格地说，其实你应该叫我二奶”，真是猝不及防，哈哈哈。这个设定不错，喜剧不再只有抖包袱的外衣，所有笑点都围着核心主题转，才是真的喜剧。,1,1
167,关雅荻,2009/12/17,1096,5,特效震惊，3D感一般，但够真实，故事一般，创意度一般，世界观展示一般，但呈现效果牛逼至死，战斗场面热闹和精彩，但谈不上震惊，整体只能说，整体符合预期，这是它的优点，但没有意想不到的亮点是它的遗憾之处。推荐观看。,1,1
172,恶魔奶爸Sam,2016/9/10,3957,5,大叔真屌，不过这个故事怎么看都是一个贱人害死一堆好人，让人生气,0,1
174,Helicopter,2016/7/25,2517,3,僵尸进攻的部分比较过瘾，火车拖着一尾巴僵尸的部分视觉效果很有趣；人文部分十分韩剧，社会讽刺过于直接而显得无趣了，男主那洗衣液CF般的闪回、洗手间哭泣都太cheesy，其实马东锡才是英雄，只是被塑造得不壮烈罢了；镜头感、节奏感so so，演员们演得不够害怕，有的部分特别明显。拜托，是僵尸也！,1,0
175,mills,2020/4/24,106,4,8'10 这个比网飞以前的6分爽片高出来一大截，动作戏到位，摄影音效到位，演技到位，十几分钟的长镜头(虽然能看出拼接点但是)足够精彩，这就很好了。那些批评老套的，拍传统的你们不愿意看，拍新花样的又嫌没新意，那什么样的才算好？,1,1
176,可樂咖啡君,2020/4/24,43,3,看得到锤哥试图迈向动作扛鼎巨星的野心，用最成熟的配方调配出了不会出差池的成片质量。网飞这大数据写作也够鸡贼，曼达洛人火了就拍猛男带娃，漫威大热就找罗素镇场，爱狗杀手成气候就顺应潮流—-近年来仿佛不拍点长镜头就不敢说自己是硬核动作片，管他细节有多返古粗糙、剧情有多碟市老套，反正炫酷就完事了。,0,0
177,张小北,2020/4/26,21,4,剧作表演都没什么短板，几场动作戏都有亮点，枪战格斗都可圈可点。3 星的底子+1 星动作亮点。（战狼系列拍到第五六部差不多就应该是这个水准了）,1,1
179,电锯觉罗炫,2020/4/25,15,5,7.9'10 太硬核了，竟然是网飞片… 整体还是在这类电影的平均水平，但前半部分那场长镜头完成的太出色，包括场面调度和摄影机位都高度配合人物的动作角度，配合高超的剪辑，基本无缝衔接。另外这两年的动作片里的悲情开挂男愈发增多，风格和故事很明显可以看出在吸收JW系列，但好在本片还是遵循了动作配合故事，即便整体故事如何俗套，后半段的展开如何笨拙，也没有让其喧宾夺主。,1,1
180,梦梦梦梦,2018/2/16,15137,5,本来对这类电影不感兴趣，陪着男朋友去看的，很意外，还不错，一部很燃的片子，俩个多小时的电影，至少一个半小时的高潮，全程无尿点，据说是根据真实事件改编的，海陆空作战，超级帅。算是春节档电影的一股清流，大家真的要感受一下中国军人的风采，只想说威武！！佟莉炸飞机还有狙击手对战那段太帅了,1,1
181,华盛顿樱桃树,2018/2/6,10649,4,国产类型片的里程碑，2个多小时节奏全程紧绷清晰，真热血真刺激。叙事，人物，情感，动作，制作都几乎无可挑剔。该有的都有，演员群像都比想象中出色，但最出色的还是导演。这个格局，超越某狼N倍。,1,1
182,sylvia晓霄小小,2018/2/11,8150,5,超前点映场。场面真实，剧情紧凑。中间其实很想上厕所，但是愣是没有找到任何尿点…作为战争片，已超额完成任务，在真实度还原上，达到了国产影片从未有过的高度。细节处理也很妙，剥糖纸的那一段看的揪心。被海清和蒋璐霞的演技圈粉…看到最后，感觉自己整个人都在燃烧。准备春节的时候带着爸妈二刷。,1,1
183,凌睿,2018/2/16,5546,5,比《战狼2》燃一万倍。在《红海行动》面前，《战狼2》就像幼儿园小朋友玩过家家。这才是配得上50亿票房的电影！,1,1
184,王大根,2018/2/20,1704,4,以后主旋律电影就请按照这个帅哥标准来挑选演员行不行，不要再给我看冷锋那张杀猪匠脸了！另外这两天谁看到写得好的顾顺李懂同人文请务必给我分享一下！,1,1
185,吕X,2020/3/20,535,5,！！！！！！！！！打到最后感觉两位女主必须相爱了,1,1
187,…,2020/3/20,257,5,为女主5星，不接受任何批评,0,1
188,umi,2020/3/14,203,4,前半部作为大逃杀类的纯爽片非常优秀 各种反转让人目不暇接完全猜不中剧情走向 后半部为了详尽解释前因后果反而导致节奏失控 为了格局上升至驴象博弈反倒露怯 凸显了其缺失的内涵,0,1
